Date,Close
2003-02-19 00:00:00+11:00,2.3408961296081543
2003-02-20 00:00:00+11:00,2.0698444843292236
2003-02-21 00:00:00+11:00,2.0883255004882812
2003-02-24 00:00:00+11:00,2.0883255004882812
2003-02-25 00:00:00+11:00,1.9897615909576416
2003-02-26 00:00:00+11:00,2.0328831672668457
2003-02-27 00:00:00+11:00,1.946639895439148
2003-02-28 00:00:00+11:00,1.8973579406738281
2003-03-03 00:00:00+11:00,1.9712809324264526
2003-03-04 00:00:00+11:00,1.9959220886230469
2003-03-05 00:00:00+11:00,2.0211868286132812
2003-03-06 00:00:00+11:00,2.040135145187378
2003-03-07 00:00:00+11:00,1.9896055459976196
2003-03-10 00:00:00+11:00,2.01487135887146
2003-03-11 00:00:00+11:00,1.9896055459976196
2003-03-12 00:00:00+11:00,2.0022377967834473
2003-03-13 00:00:00+11:00,1.9643410444259644
2003-03-14 00:00:00+11:00,2.008554458618164
2003-03-17 00:00:00+11:00,2.008554458618164
2003-03-18 00:00:00+11:00,2.0969812870025635
2003-03-19 00:00:00+11:00,2.103296995162964
2003-03-20 00:00:00+11:00,2.1159305572509766
2003-03-21 00:00:00+11:00,2.1790921688079834
2003-03-24 00:00:00+11:00,2.1727755069732666
2003-03-25 00:00:00+11:00,2.1727755069732666
2003-03-26 00:00:00+11:00,2.1917245388031006
2003-03-27 00:00:00+11:00,2.0969812870025635
2003-03-28 00:00:00+11:00,1.8948628902435303
2003-03-31 00:00:00+10:00,1.875914454460144
2003-04-01 00:00:00+10:00,1.932759165763855
2003-04-02 00:00:00+10:00,1.932759165763855
2003-04-03 00:00:00+10:00,1.9832890033721924
2003-04-04 00:00:00+10:00,1.9832890033721924
2003-04-07 00:00:00+10:00,2.008554458618164
2003-04-08 00:00:00+10:00,2.0211868286132812
2003-04-09 00:00:00+10:00,1.9390759468078613
2003-04-10 00:00:00+10:00,1.951708197593689
2003-04-11 00:00:00+10:00,1.9706571102142334
2003-04-14 00:00:00+10:00,1.951708197593689
2003-04-15 00:00:00+10:00,1.9706571102142334
2003-04-16 00:00:00+10:00,1.9832890033721924
2003-04-17 00:00:00+10:00,1.9832890033721924
2003-04-22 00:00:00+10:00,1.9643410444259644
2003-04-23 00:00:00+10:00,1.9706571102142334
2003-04-24 00:00:00+10:00,1.8948628902435303
2003-04-28 00:00:00+10:00,1.800119400024414
2003-04-29 00:00:00+10:00,1.9201269149780273
2003-04-30 00:00:00+10:00,2.008554458618164
2003-05-01 00:00:00+10:00,2.0211868286132812
2003-05-02 00:00:00+10:00,2.0022377967834473
2003-05-05 00:00:00+10:00,2.052767515182495
2003-05-06 00:00:00+10:00,2.0211868286132812
2003-05-07 00:00:00+10:00,1.9201269149780273
2003-05-08 00:00:00+10:00,1.9769734144210815
2003-05-09 00:00:00+10:00,2.02750301361084
2003-05-12 00:00:00+10:00,2.01487135887146
2003-05-13 00:00:00+10:00,1.9959220886230469
2003-05-14 00:00:00+10:00,1.9959220886230469
2003-05-15 00:00:00+10:00,2.02750301361084
2003-05-16 00:00:00+10:00,2.008554458618164
2003-05-19 00:00:00+10:00,2.01487135887146
2003-05-20 00:00:00+10:00,1.9769734144210815
2003-05-21 00:00:00+10:00,1.9896055459976196
2003-05-22 00:00:00+10:00,2.040135145187378
2003-05-23 00:00:00+10:00,2.1222457885742188
2003-05-26 00:00:00+10:00,2.07171630859375
2003-05-27 00:00:00+10:00,2.07171630859375
2003-05-28 00:00:00+10:00,2.0464518070220947
2003-05-29 00:00:00+10:00,2.0211868286132812
2003-05-30 00:00:00+10:00,2.0338187217712402
2003-06-02 00:00:00+10:00,2.059083938598633
2003-06-03 00:00:00+10:00,2.084348440170288
2003-06-04 00:00:00+10:00,2.0654006004333496
2003-06-05 00:00:00+10:00,2.1348788738250732
2003-06-06 00:00:00+10:00,2.1475112438201904
2003-06-10 00:00:00+10:00,2.1285619735717773
2003-06-11 00:00:00+10:00,2.1917245388031006
2003-06-12 00:00:00+10:00,2.1601438522338867
2003-06-13 00:00:00+10:00,2.1601438522338867
2003-06-16 00:00:00+10:00,2.1538267135620117
2003-06-17 00:00:00+10:00,2.1475112438201904
2003-06-18 00:00:00+10:00,2.1096136569976807
2003-06-19 00:00:00+10:00,2.1348788738250732
2003-06-20 00:00:00+10:00,2.1475112438201904
2003-06-23 00:00:00+10:00,2.1538267135620117
2003-06-24 00:00:00+10:00,2.1285619735717773
2003-06-25 00:00:00+10:00,2.1159305572509766
2003-06-26 00:00:00+10:00,2.052767515182495
2003-06-27 00:00:00+10:00,2.0780327320098877
2003-06-30 00:00:00+10:00,2.0654006004333496
2003-07-01 00:00:00+10:00,2.059083938598633
2003-07-02 00:00:00+10:00,2.0211868286132812
2003-07-03 00:00:00+10:00,1.9959220886230469
2003-07-04 00:00:00+10:00,2.01487135887146
2003-07-07 00:00:00+10:00,2.0022377967834473
