date,pred,actual
2017-06-06,0.07241923299287034,0.13404901745912828
2017-06-07,0.10292910121656279,0.021448137699823795
2017-06-08,0.06846142563403862,0.016085935714433557
2017-06-09,0.05276256885633786,0.016085935714433557
2017-06-10,0.05733036811966495,0.016085935714433557
2017-06-11,0.058208947130644964,0.0831109136132141
2017-06-12,0.07934731568021121,0.09115274205947903
2017-06-13,0.08837879705471499,0.03753420746260507
2017-06-14,0.06897853210482155,0.09383424519721573
2017-06-15,0.08072893038861839,0.15013535531860142
2017-06-16,0.10652906671689699,0.15013535531860142
2017-06-17,0.1096437765903511,0.15013535531860142
2017-06-18,0.10663880425762634,0.12868681547373806
2017-06-19,0.09958998651704687,0.09383397710052196
2017-06-20,0.08655086279051771,0.14209165019547637
2017-06-21,0.0994720326183586,0.171582554679996
2017-06-22,0.11534153892491487,0.03753420746260507
2017-06-23,0.07381468457523355,0.03753420746260507
2017-06-24,0.059066381632907373,0.03753420746260507
2017-06-25,0.06534550022114125,0.026810071588520265
2017-06-26,0.06272802781504569,0.005361799840348749
2017-06-27,0.054859252552032944,0.008043302978085462
2017-06-28,0.0540729736423977,0.05630070797634612
2017-06-29,0.0706077078896178,0.06702484385043282
2017-06-30,0.07864258016435652,0.06702484385043282
2017-07-01,0.07730882124070843,0.06702484385043282
2017-07-02,0.07648056245147847,0.08579161246086572
2017-07-03,0.08232869697112145,0.08579161246086572
2017-07-04,0.08414998958166814,0.20911582380417185
2017-07-05,0.12219893410723166,0.04289614135130155
2017-07-06,0.08164883089060596,0.1260055804326951
2017-07-07,0.085784744335858,0.1260055804326951
2017-07-08,0.10119060444985631,0.1260055804326951
2017-07-09,0.09821322056732633,0.05362027722538635
2017-07-10,0.0748874647740361,0.0991961790859103
2017-07-11,0.08224655909381834,-0.16622008459791177
2017-07-12,0.006349708286724265,-0.06702350336695809
2017-07-13,0.009964326874002116,0.3351204658984358
2017-07-14,0.15904728040129182,0.3351204658984358
2017-07-15,0.19504073063380117,0.3351204658984358
2017-07-16,0.17518245411489342,-0.018766098368697443
2017-07-17,0.06120740410044668,0.09115247396278527
2017-07-18,0.061560911042615546,0.05361920483860941
2017-07-19,0.07752510465411189,0.13404901745912828
2017-07-20,0.0960863046556382,0.0884720432118255
2017-07-21,0.09068196925473829,0.0884720432118255
2017-07-22,0.0826011642491119,0.0884720432118255
2017-07-23,0.08432945698455102,0.13404794507234946
2017-07-24,0.09900886466022714,0.016085935714433557
2017-07-25,0.06621211435122042,0.07238597344904421
2017-07-26,0.07029645314127736,0.10455784487791302
2017-07-27,0.09134578651198798,0.3270783693554762
2017-07-28,0.16275773630906176,0.3270783693554762
2017-07-29,0.18264591766068064,0.3270783693554762
2017-07-30,0.17190000324224014,-0.0965144078514796
2017-07-31,0.036989000591949775,-0.06166183757495727
2017-08-01,0.006802502498856014,0.08579107626747726
2017-08-02,0.07715865023710829,0.04289614135130155
2017-08-03,0.07877297225641414,0.13404848126573887
2017-08-04,0.09600691128840035,0.13404848126573887
2017-08-05,0.10606879287948137,0.13404848126573887
2017-08-06,0.10195845914796414,0.07238624154573893
2017-08-07,0.08197777122308555,1.3404834794950027e-07
2017-08-08,0.05313124411563685,0.061662373768347885
2017-08-09,0.0685079792621419,0.010724538019127455
2017-08-10,0.0622534176841434,0.12868708357043085
2017-08-11,0.09195884388401737,0.12868708357043085
2017-08-12,0.10552296550543759,0.12868708357043085
2017-08-13,0.10015555059224679,0.10723907991895501
2017-08-14,0.09270934087570744,0.06970527460139164
2017-08-15,0.0788006639037629,0.07506747658678092
2017-08-16,0.07788714473352001,-0.03485216813147968
