Date,Open,High,Low,Close,Adj Close,Volume
2017-09-21,76.000000,76.889999,75.900002,76.070000,60.625332,4104401
2017-09-22,76.199997,77.050003,76.180000,76.620003,61.063652,2170239
2017-09-25,77.029999,77.269997,75.739998,75.809998,60.418121,2003512
2017-09-26,75.800003,75.860001,75.080002,75.099998,59.852276,2552948
2017-09-27,75.080002,75.349998,74.610001,74.849998,59.653019,2688235
2017-09-28,75.349998,75.370003,74.860001,75.120003,59.868214,2961838
2017-09-29,75.010002,75.459999,74.400002,75.250000,59.971813,4989845
2017-10-02,75.809998,76.480003,75.519997,76.339996,60.840500,2356243
2017-10-03,76.550003,76.650002,75.150002,75.160004,59.900085,3317515
2017-10-04,75.199997,75.500000,74.660004,75.400002,60.091366,3880298
2017-10-05,75.540001,75.889999,74.830002,75.320000,60.027599,1854762
2017-10-06,76.080002,76.300003,75.760002,76.300003,60.808643,2659635
2017-10-09,76.599998,76.919998,76.349998,76.709999,61.135384,2033172
2017-10-10,76.349998,76.650002,76.059998,76.349998,60.848484,1578815
2017-10-11,76.230003,76.680000,76.070000,76.349998,60.848484,2088704
2017-10-12,76.379997,76.449997,75.830002,76.410004,60.896305,1863391
2017-10-13,76.300003,76.919998,76.150002,76.660004,61.095551,1728054
2017-10-16,76.949997,77.459999,76.860001,77.199997,61.525898,2349172
2017-10-17,77.519997,78.250000,77.519997,78.250000,62.362720,3051278
2017-10-18,78.269997,78.584999,77.790001,78.370003,62.458355,2040078
2017-10-19,78.949997,79.099998,78.449997,78.739998,62.753223,2991650
2017-10-20,78.650002,79.190002,78.400002,78.970001,62.936531,1830548
2017-10-23,79.230003,79.360001,78.620003,78.690002,62.713379,1604897
2017-10-24,78.739998,78.949997,78.044998,78.660004,62.689480,1627596
2017-10-25,79.040001,79.279999,78.370003,78.629997,62.665569,1788933
2017-10-26,78.680000,78.989998,78.239998,78.989998,62.952465,2283904
2017-10-27,79.050003,79.080002,77.820000,78.239998,62.354744,4046736
2017-10-30,78.519997,78.529999,77.720001,78.120003,62.259117,1583550
2017-10-31,78.120003,78.209999,77.629997,77.629997,61.868599,1887247
2017-11-01,77.790001,78.290001,77.300003,77.669998,61.900463,2665668
2017-11-02,77.870003,77.870003,77.110001,77.410004,61.693260,1989473
2017-11-03,77.470001,77.889999,77.209999,77.790001,61.996109,1382869
2017-11-06,77.790001,77.794998,77.129997,77.400002,61.685299,1712484
2017-11-07,77.669998,78.250000,77.440002,78.199997,62.322861,1956778
2017-11-08,78.879997,80.480003,78.519997,80.269997,63.972584,5921525
2017-11-09,80.930000,81.000000,80.160004,80.940002,64.506546,3575732
2017-11-10,80.510002,81.000000,80.430000,80.849998,64.434830,1869028
2017-11-13,80.970001,81.559998,80.889999,81.519997,64.968803,2477127
2017-11-14,81.040001,81.370003,80.629997,80.820000,64.410927,2305322
2017-11-15,80.800003,81.290001,80.470001,80.580002,64.219658,2686552
2017-11-16,80.379997,81.089996,80.349998,80.820000,64.410927,2280307
2017-11-17,81.250000,81.379997,80.790001,80.919998,64.490623,1810176
2017-11-20,80.480003,80.760002,80.260002,80.610001,64.243561,1964641
2017-11-21,80.879997,80.930000,80.330002,80.580002,64.219658,1968535
2017-11-22,81.000000,81.330002,80.669998,81.050003,64.594223,2826948
2017-11-23,80.900002,81.000000,80.449997,80.879997,64.458748,2280393
2017-11-24,80.800003,80.800003,80.370003,80.570000,64.211678,4357002
2017-11-27,80.400002,80.930000,80.220001,80.500000,64.155891,1984410
2017-11-28,80.199997,80.800003,80.199997,80.370003,64.052284,2758590
2017-11-29,80.879997,81.410004,80.839996,80.980003,64.538445,2455168
2017-11-30,79.699997,79.699997,78.760002,79.430000,63.303135,7647062
2017-12-01,79.709999,79.949997,78.879997,79.169998,63.095924,2462019
2017-12-04,79.320000,79.339996,78.500000,78.919998,62.896679,2255875
2017-12-05,78.500000,78.739998,78.000000,78.739998,62.753223,2002301
2017-12-06,78.500000,79.059998,78.489998,78.599998,62.641655,2528041
2017-12-07,78.470001,79.029999,78.300003,78.970001,62.936531,2897735
2017-12-08,79.040001,79.849998,78.860001,79.620003,63.454567,1646492
2017-12-11,80.000000,80.309998,79.830002,80.000000,63.757404,2437262
2017-12-12,80.059998,80.360001,80.010002,80.360001,64.044312,1774262
2017-12-13,80.360001,80.839996,80.000000,80.309998,64.004471,2179700
2017-12-14,79.699997,80.500000,79.550003,80.440002,64.108078,2587433
2017-12-15,80.129997,80.199997,79.739998,79.940002,63.709583,3591509
2017-12-18,80.489998,80.529999,79.919998,80.010002,63.765369,2198711
2017-12-19,80.250000,80.550003,80.129997,80.300003,63.996510,2519546
2017-12-20,80.220001,80.750000,80.220001,80.570000,64.211678,2436692
2017-12-21,79.949997,80.599998,79.809998,79.809998,63.605980,4684411
2017-12-22,80.000000,80.680000,79.949997,80.389999,64.068230,5288058
2017-12-27,80.510002,80.669998,80.029999,80.160004,63.884926,1054327
2017-12-28,80.480003,80.680000,80.330002,80.489998,64.147926,1610000
2017-12-29,80.599998,80.675003,80.040001,80.339996,64.028381,1459457
2018-01-02,80.300003,80.330002,79.779999,80.220001,63.932747,1284609
2018-01-03,80.470001,80.644997,80.059998,80.139999,63.868984,1349269
2018-01-04,80.480003,80.480003,79.809998,79.970001,63.733501,1596303
2018-01-05,80.540001,81.250000,80.370003,81.160004,64.681900,2208531
2018-01-08,81.400002,81.750000,81.300003,81.620003,65.048500,1293549
2018-01-09,81.989998,82.459999,81.980003,82.190002,65.502762,3283522
2018-01-10,82.470001,82.660004,81.610001,81.610001,65.040527,1944703
2018-01-11,81.739998,81.739998,81.080002,81.300003,64.793472,2791094
2018-01-12,81.379997,81.500000,80.690002,80.879997,64.458748,1781313
2018-01-15,81.300003,81.415001,80.720001,81.169998,64.689850,1431419
2018-01-16,81.019997,81.190002,80.500000,80.580002,64.219658,1518213
2018-01-17,80.209999,80.389999,79.860001,80.110001,63.845081,2066964
2018-01-18,80.290001,80.500000,79.900002,79.900002,63.677715,2093401
2018-01-19,80.099998,80.419998,79.830002,79.830002,63.621944,1557603
2018-01-22,79.699997,79.720001,78.629997,78.849998,62.840893,2414568
2018-01-23,79.110001,79.580002,79.099998,79.250000,63.159676,2033594
2018-01-24,79.300003,79.480003,78.650002,78.650002,62.681507,1923320
2018-01-25,78.459999,78.669998,78.029999,78.650002,62.681507,3723004
2018-01-29,78.989998,79.540001,78.529999,79.190002,63.111881,2385820
2018-01-30,78.809998,79.459999,78.750000,79.089996,63.032162,1702998
2018-01-31,78.760002,79.320000,78.620003,78.870003,62.856834,2953798
2018-02-01,79.000000,80.154999,78.900002,80.010002,63.765369,2965072
2018-02-02,79.900002,81.180000,79.900002,80.790001,64.387009,2631703
2018-02-05,79.959999,80.269997,79.519997,79.800003,63.598019,2393475
2018-02-06,78.440002,78.500000,76.690002,77.400002,61.685299,5684063
2018-02-07,78.610001,78.959999,76.769997,76.790001,61.199146,5676630
2018-02-08,76.800003,77.209999,76.510002,76.510002,60.975986,3493180
2018-02-09,75.750000,76.470001,75.480003,76.250000,60.768776,3621859
2018-02-12,76.389999,76.500000,75.559998,75.879997,60.473900,3411170
2018-02-13,76.230003,76.739998,75.879997,76.300003,60.808643,3334988
2018-02-14,74.199997,74.300003,73.760002,73.980003,60.546741,4217278
2018-02-15,74.250000,74.290001,73.739998,73.860001,60.448524,3596362
2018-02-16,74.000000,74.889999,74.000000,74.019997,60.579472,2222914
2018-02-19,74.099998,74.589996,74.019997,74.400002,60.890472,1449284
2018-02-20,74.250000,74.379997,73.830002,74.260002,60.775898,2238370
2018-02-21,74.279999,74.650002,73.919998,74.330002,60.833179,2210925
2018-02-22,74.519997,74.800003,74.070000,74.650002,61.095081,2473068
2018-02-23,75.019997,75.680000,74.410004,75.459999,61.757984,4526316
2018-02-26,75.980003,76.599998,75.599998,76.599998,62.690998,3450024
2018-02-27,77.000000,77.239998,76.709999,76.760002,62.821953,2736893
2018-02-28,76.599998,76.889999,76.120003,76.389999,62.519123,3744085
2018-03-01,76.059998,76.389999,75.910004,76.059998,62.249050,1695236
2018-03-02,75.820000,76.199997,75.120003,75.730003,61.978977,2447987
2018-03-05,75.730003,75.730003,74.800003,75.029999,61.406082,1541207
2018-03-06,75.699997,76.050003,75.489998,75.690002,61.946236,2280493
2018-03-07,75.209999,75.680000,75.050003,75.139999,61.496101,2458242
2018-03-08,75.720001,76.199997,75.510002,76.169998,62.339073,3278343
2018-03-09,76.349998,76.949997,76.199997,76.870003,62.911968,2944053
2018-03-12,77.489998,77.660004,77.169998,77.360001,63.313007,2828994
2018-03-13,77.300003,77.410004,76.669998,77.050003,63.059288,2990565
2018-03-14,76.500000,76.639999,76.160004,76.550003,62.650093,3068664
2018-03-15,77.000000,77.000000,75.650002,75.779999,62.019890,4006228
2018-03-16,75.970001,76.250000,75.025002,75.339996,61.659790,3791783
2018-03-19,75.660004,75.980003,74.889999,74.889999,61.291496,2364077
2018-03-20,74.879997,75.580002,74.610001,75.190002,61.537029,2354537
2018-03-21,75.410004,75.830002,75.150002,75.779999,62.019890,1926293
2018-03-22,75.430000,75.440002,74.660004,74.870003,61.275131,2530879
2018-03-23,74.099998,74.160004,72.809998,72.809998,59.589188,3617914
2018-03-26,72.400002,72.650002,71.709999,72.019997,58.942627,3114044
2018-03-27,72.620003,72.870003,72.269997,72.430000,59.278191,2576258
2018-03-28,72.339996,72.400002,71.820000,71.860001,58.811687,3132651
2018-03-29,72.129997,72.760002,72.010002,72.309998,59.179970,5292851
2018-04-03,71.589996,72.430000,71.449997,72.260002,59.139050,2576796
2018-04-04,72.150002,72.800003,71.809998,72.800003,59.581001,3646590
2018-04-05,72.699997,73.919998,72.330002,73.800003,60.399422,3530929
2018-04-06,73.760002,73.830002,73.309998,73.489998,60.145706,2268366
2018-04-09,73.129997,73.919998,73.110001,73.550003,60.194820,1313607
2018-04-10,73.110001,74.500000,72.849998,74.360001,60.857746,1945119
2018-04-11,74.000000,74.300003,73.379997,73.639999,60.268467,2523325
2018-04-12,73.309998,73.620003,72.919998,73.089996,59.818344,2959474
2018-04-13,73.330002,73.419998,73.000000,73.160004,59.875629,1251461
2018-04-16,73.250000,73.550003,72.610001,72.620003,59.433689,2001961
2018-04-17,72.750000,73.209999,72.650002,72.760002,59.548275,1905309
2018-04-18,72.500000,72.680000,72.160004,72.410004,59.261822,1826752
2018-04-19,72.769997,72.779999,72.290001,72.400002,59.253632,3139245
2018-04-20,72.199997,72.570000,71.930000,72.059998,58.975368,2148031
2018-04-23,71.860001,72.940002,71.769997,72.669998,59.474609,2343315
2018-04-24,72.720001,73.730003,72.720001,73.459999,60.121159,3665086
2018-04-26,73.519997,73.779999,72.110001,72.250000,59.130871,4384515
2018-04-27,72.599998,72.629997,71.089996,71.540001,58.549789,5975530
2018-04-30,71.250000,72.099998,71.209999,71.820000,58.778954,3843213
2018-05-01,71.820000,73.250000,71.309998,73.169998,59.883812,4045489
2018-05-02,72.980003,73.690002,72.260002,73.459999,60.121159,2476471
2018-05-03,73.930000,74.010002,73.279999,73.910004,60.489456,2782258
2018-05-04,73.980003,73.980003,72.580002,72.760002,59.548275,2546384
2018-05-07,73.010002,73.199997,72.570000,72.709999,59.507343,2111927
2018-05-08,73.089996,73.760002,72.574997,73.500000,60.153893,2956389
2018-05-09,71.910004,72.000000,70.800003,71.410004,58.443405,6582126
2018-05-10,71.769997,71.779999,70.980003,70.980003,58.091476,3695222
2018-05-11,70.519997,71.230003,70.199997,70.529999,57.723186,3779356
2018-05-14,70.180000,70.925003,70.059998,70.800003,57.944157,3586761
2018-05-15,71.290001,71.779999,70.919998,70.919998,58.042370,2937818
2018-05-16,70.970001,71.570000,70.680000,70.790001,57.935974,3869986
2018-05-17,70.769997,71.279999,70.470001,71.160004,58.238796,4310845
2018-05-18,71.239998,71.239998,70.400002,70.500000,57.698624,3110054
2018-05-21,70.400002,70.459999,70.000000,70.089996,57.363075,2261388
2018-05-22,70.010002,70.279999,69.629997,70.250000,57.494034,3279548
2018-05-23,70.000000,70.349998,69.709999,69.809998,57.133919,2601288
2018-05-24,69.610001,69.870003,69.110001,69.589996,56.953869,2763549
2018-05-25,69.370003,70.129997,69.199997,69.870003,57.183029,3450605
2018-05-28,69.779999,70.089996,69.389999,69.610001,56.970238,2140947
2018-05-29,69.699997,70.589996,69.559998,70.349998,57.575871,2498273
2018-05-30,69.800003,69.855003,69.330002,69.599998,56.962048,3208843
2018-05-31,70.000000,70.019997,69.209999,69.300003,56.716530,3404730
2018-06-01,69.209999,69.220001,68.699997,68.699997,56.225475,2428795
2018-06-04,69.919998,70.355003,69.489998,69.690002,57.035717,3049958
